user_id,article_id
42,3022431
42,3025199
42,3022860
42,3025939
42,3025213
42,3022265
42,3024427
42,3025199
42,3025275
42,3025783
42,3025921
43,3022866
43,3025327
43,3025074
43,3023668
43,3025921
43,3022428
43,3025277
43,3025857
43,3024236
43,3024621
44,3022648
44,3023908
44,3024112
44,3022648
44,3022607
44,3023495
44,3022775
44,3025112
44,3025092
44,3022866
44,3022541
44,3025563
44,3025112
44,3022428
44,3023634
44,3022607
44,3023670
44,3022846
44,3025310
44,3023391
44,3025563
44,3025138
44,3024236
44,3024888
44,3023498
44,3024394
44,3025275
45,3024604
45,3025253
45,3025253
45,3022906
45,3023279
45,3023034
45,3022265
45,3022919
45,3024298
45,3025362
45,3024925
45,3025213
45,3022648
45,3022916
45,3022572
45,3025831
45,3024221
45,3025244
45,3025310
45,3024394
45,3025656
45,3025277
45,3024394
46,3025857
46,3022648
46,3025857
46,3024888
46,3025310
46,3025432
46,3024604
47,3025362
47,3023908
48,3025819
48,3022919
48,3025287
49,3023634
50,3025092
50,3023016
50,3024236
50,3025186
50,3023843
50,3024236
50,3023393
50,3024621
50,3025213
50,3023908
50,3024221
50,3022541
50,3025287
50,3023498
50,3023391
50,3024014
50,3022679
50,3024427
51,3022866
51,3025287
51,3024618
52,3022846
52,3023034
52,3023668
52,3024970
53,3023908
53,3024394
54,3025824
54,3025287
54,3025562
54,3022860
54,3022431
54,3024236
54,3022648
54,3022916
54,3025831
54,3024911
54,3022916
54,3023016
54,3024394
54,3023074
54,3024821
54,3024394
54,3024412
54,3022627
54,3022648
54,3024971
54,3024911
54,3022866
54,3024821
54,3023495
54,3025674
54,3023670
54,3025783
54,3024427
54,3023498
54,3025493
54,3022860
55,3023843
55,3023393
55,3022916
55,3022541
55,3025244
55,3024621
55,3023670
55,3026050
55,3024221
55,3025831
55,3022552
55,3022718
55,3022572
55,3023634
55,3025277
55,3025253
56,3025831
56,3025201
56,3025869
56,3024298
56,3025831
56,3025201
56,3022775
56,3022916
56,3025092
56,3022648
56,3023279
56,3025981
56,3024236
56,3022428
56,3022916
56,3022846
56,3023393
56,3025277
56,3022775
56,3025562
56,3026050
56,3023391
56,3023074
56,3025939
57,3022860
57,3025831
57,3022541
57,3024112
57,3022514
57,3025921
57,3022846
57,3024112
57,3025243
57,3025656
57,3025213
57,3026050
58,3022916
58,3024970
58,3025310
58,3026154
58,3024618
58,3022481
58,3025074
58,3025562
58,3022815
58,3022919
58,3022916
58,3025186
58,3025213
58,3024427
58,3022684
58,3022716
58,3022906
58,3022479
58,3025455
58,3024412
58,3022919
58,3025656
58,3023668
58,3025869
59,3022648
59,3024618
60,3025074
60,3025362
61,3025310
61,3022716
61,3022627
61,3022648
61,3026050
61,3024298
61,3022514
61,3025241
61,3025656
61,3022481
61,3025243
61,3025783
61,3023668
61,3025243
61,3022428
61,3024888
61,3022718
61,3025869
61,3024604
61,3023495
61,3025199
61,3023668
61,3025112
61,3022716
61,3025674
61,3023593
61,3026069
61,3024427
61,3024956
61,3025199
62,3023393
62,3025092
62,3025287
62,3022572
62,3025562
62,3025310
62,3025112
62,3022607
62,3025455
62,3025674
62,3022775
62,3022815
62,3024956
62,3023279
62,3022679
62,3022684
63,3026154
63,3022707
63,3024888
63,3023034
63,3023279
63,3022916
63,3024971
63,3025857
63,3022572
63,3022866
63,3025493
63,3023498
63,3024888
63,3025981
63,3026087
63,3022684
64,3022906
65,3025939
65,3022860
65,3024956
65,3025562
65,3024621
65,3024925
65,3024970
65,3024112
65,3025138
66,3023074
66,3022481
66,3022684
66,3024970
66,3025287
66,3022607
66,3024394
66,3025562
66,3022627
66,3024956
66,3025310
66,3024618
66,3023634
66,3022514
66,3022716
66,3025562
66,3022607
66,3024412
66,3025783
66,3023016
66,3025310
66,3026087
66,3024429
66,3024298
66,3022481
66,3025824
66,3025092
67,3025497
67,3025310
67,3025138
67,3022479
67,3023668
67,3025497
67,3025432
67,3022265
67,3023279
67,3022428
67,3022906
67,3025253
67,3023016
67,3023843
67,3022572
67,3022572
67,3025783
67,3022716
67,3025112
67,3025824
67,3025869
67,3026069
67,3025857
67,3022866
67,3022906
67,3026104
67,3023843
67,3023498
67,3024911
67,3022572
67,3022906
69,3022541
69,3023593
69,3023074
69,3022716
69,3025455
69,3024298
69,3022775
69,3022572
69,3024014
69,3023074
69,3025199
69,3025201
69,3023279
69,3023670
69,3022906
70,3024621
70,3022860
70,3022428
70,3023634
70,3024427
70,3024956
70,3024821
70,3023279
70,3025287
70,3022846
70,3024621
70,3022679
70,3025244
70,3024236
70,3022481
70,3025674
70,3025243
70,3024427
70,3023634
70,3023391
70,3026154
70,3025563
70,3023843
70,3022431
70,3025253
70,3022607
70,3024888
71,3025497
71,3024298
71,3024888
71,3024221
71,3026104
71,3023074
71,3025497
71,3024394
71,3024236
71,3024112
71,3024412
71,3022541
71,3025092
71,3024412
72,3023634
72,3023279
72,3026087
72,3024221
72,3025562
72,3025213
72,3025563
72,3025213
72,3022479
72,3022906
72,3023495
72,3025831
72,3025243
72,3022428
72,3023668
72,3025981
72,3025327
72,3023034
73,3026104
73,3025287
73,3025497
73,3023034
73,3023634
73,3024821
73,3025074
73,3024618
74,3022265
74,3025244
74,3024412
74,3025287
74,3024621
74,3024394
74,3026050
74,3023908
74,3023074
74,3023843
74,3025869
74,3025201
74,3022514
74,3025362
74,3024925
74,3024236
74,3026087
74,3025213
74,3023668
74,3025493
74,3025310
74,3025674
74,3022541
74,3022846
74,3025824
74,3022716
74,3026154
74,3022684
74,3024014
74,3022919
74,3024429
75,3022716
75,3023016
76,3025819
76,3025199
76,3023279
76,3025112
76,3024971
76,3024236
76,3026154
76,3024971
76,3025981
76,3025939
76,3022479
76,3024394
76,3022916
76,3024112
76,3024112
76,3022648
76,3024221
76,3025562
76,3023668
76,3023908
76,3023074
76,3024971
76,3022707
76,3025241
76,3024604
76,3025493
76,3025362
76,3024394
76,3022541
76,3022684
76,3023279
76,3023498
77,3025939
77,3023498
77,3023034
77,3022431
77,3024604
77,3024888
77,3025253
77,3025819
77,3022679
77,3025783
77,3023634
77,3024412
77,3024911
78,3025287
78,3024956
78,3025819
78,3022919
78,3025213
78,3022916
78,3024014
78,3023908
78,3022679
78,3022906
78,3023391
78,3024236
78,3022846
78,3025562
78,3022607
78,3024427
78,3022684
78,3022265
78,3023393
78,3022815
78,3025857
79,3022541
79,3025562
79,3022514
79,3026050
79,3022431
79,3023495
79,3024298
79,3025213
79,3024970
79,3024221
79,3024604
79,3024821
79,3025199
79,3025213
79,3025362
79,3023034
79,3024221
79,3022679
79,3024412
79,3022775
79,3024412
79,3022916
79,3022479
79,3023391
79,3025112
79,3023393
80,3025939
80,3025497
80,3022552
80,3022846
80,3022552
80,3022572
81,3025243
81,3022707
81,3023016
81,3022860
81,3024911
81,3026087
81,3024429
81,3024298
81,3025875
81,3025857
81,3022481
81,3025921
81,3022265
81,3025563
81,3026069
81,3024412
81,3024925
81,3025981
81,3024956
81,3025455
81,3024925
81,3026069
81,3025674
81,3022916
81,3022716
81,3025857
81,3025674
81,3023908
81,3023908
81,3024621
81,3022552
82,3024427
82,3022648
82,3022718
82,3025241
82,3025674
82,3023393
82,3022541
82,3024621
82,3025277
82,3022514
83,3025497
83,3026104
83,3022428
83,3022431
83,3023393
83,3023393
83,3025831
83,3025092
84,3025824
84,3023668
84,3022428
84,3024911
84,3022906
85,3022860
87,3022541
87,3023074
87,3022919
87,3022718
87,3024427
87,3023279
87,3024970
87,3023074
87,3026104
87,3026104
87,3025857
87,3025241
87,3022552
87,3025869
87,3025819
87,3025074
87,3022815
87,3022265
87,3024429
87,3024236
87,3025186
87,3023279
87,3022479
87,3025455
87,3025310
87,3024970
87,3025819
87,3022707
88,3025244
88,3024925
88,3024821
88,3022846
88,3022906
88,3023498
88,3023016
88,3022428
88,3022514
88,3022906
88,3022815
88,3022846
88,3022648
88,3025138
88,3025921
88,3023498
88,3022514
88,3023016
88,3023843
88,3025493
88,3022572
88,3022479
89,3024911
89,3024221
89,3025869
89,3024956
89,3025327
89,3025112
89,3023150
90,3025783
90,3022815
90,3025362
90,3025875
90,3026087
90,3022648
90,3025563
90,3024925
90,3022716
90,3024970
90,3022919
90,3026154
90,3025921
90,3025674
90,3025432
90,3026087
90,3025869
90,3024971
90,3022479
90,3024911
90,3023634
90,3024604
90,3025455
90,3025277
90,3022716
90,3022572
90,3023495
90,3022919
90,3025186
90,3022627
90,3025824
90,3025092
90,3022919
91,3026050
91,3025277
91,3025783
91,3023150
91,3023034
91,3022428
91,3024412
91,3025074
91,3022707
91,3025981
91,3025674
91,3024112
91,3025201
92,3024604
92,3024911
92,3025563
92,3024970
92,3023908
92,3025455
92,3025921
92,3025921
92,3023670
92,3025275
92,3026050
92,3022716
92,3024014
92,3025497
92,3023908
92,3023593
92,3025824
92,3024427
92,3025310
92,3022514
93,3024604
93,3024429
93,3022627
93,3025138
93,3024971
93,3023593
93,3024429
93,3025275
93,3026050
93,3023034
93,3022684
93,3025241
93,3026069
94,3025493
94,3023279
94,3024236
94,3025277
94,3022919
94,3025138
94,3023074
94,3024970
94,3023279
94,3022572
94,3025244
94,3023668
94,3024925
95,3023670
95,3025939
95,3024014
95,3022572
95,3025243
95,3025362
95,3024298
95,3023279
95,3022572
95,3025981
95,3026050
95,3023034
95,3025921
95,3024112
95,3023843
95,3026069
95,3022479
95,3025857
95,3025241
95,3024821
95,3023908
95,3022627
95,3023393
95,3025327
95,3023393
95,3024221
95,3025074
95,3022846
95,3024956
95,3024911
95,3022906
96,3024412
96,3022775
96,3022860
96,3022514
96,3023016
96,3022916
96,3022846
96,3024221
96,3022716
96,3024970
96,3024621
96,3023016
96,3022906
96,3025244
96,3024821
96,3024971
96,3022479
96,3026104
96,3025824
96,3022866
96,3024014
96,3023670
96,3024112
97,3024236
97,3023495
98,3022541
98,3022860
98,3025275
98,3024604
98,3022572
98,3024236
99,3025783
99,3025455
99,3024821
99,3025199
99,3022866
100,3023393
100,3024394
100,3025981
100,3025092
100,3025831
100,3024298
100,3023150
100,3022479
100,3023593
100,3024888
100,3022265
100,3025241
101,3022775
101,3025455
101,3022916
101,3024621
101,3025112
101,3022718
102,3023843
102,3023150
102,3025201
102,3025275
102,3025201
102,3023843
102,3023843
102,3024971
102,3025656
102,3023150
102,3024394
102,3023593
102,3023843
102,3023498
102,3025074
102,3026069
102,3023391
102,3024888
102,3025074
102,3022607
102,3025310
102,3022906
102,3025831
102,3025857
102,3023393
102,3025275
102,3024394
102,3025244
102,3023670
102,3025783
102,3025287
102,3025201
103,3026087
103,3022860
103,3024618
103,3023393
103,3024394
103,3022684
103,3024888
103,3024014
103,3025493
103,3024236
103,3022648
103,3022679
103,3022718
103,3022846
103,3025243
103,3024621
103,3025327
103,3025674
103,3025201
103,3023670
103,3025275
103,3025819
103,3022481
103,3025074
103,3025875
103,3024971
103,3023593
104,3024888
104,3025327
104,3025277
104,3022607
104,3025783
104,3026087
104,3025112
104,3022514
104,3025674
104,3025563
104,3025213
104,3024298
104,3025241
104,3024298
105,3024911
105,3026087
105,3024888
105,3022860
105,3022919
105,3023279
105,3025310
105,3026104
105,3024236
106,3022428
106,3025562
106,3025253
106,3025493
106,3025857
106,3025562
106,3023034
106,3022431
107,3025432
107,3022679
107,3022541
107,3024821
107,3024621
107,3024112
107,3025656
107,3022648
107,3022716
107,3025201
107,3025981
107,3024888
107,3023495
107,3025310
107,3022648
107,3025241
107,3025243
107,3024014
107,3025674
107,3025201
107,3025819
107,3025275
107,3026050
107,3025497
107,3025362
107,3024911
107,3025241
107,3023391
107,3025674
107,3022860
108,3025287
108,3025074
108,3024427
108,3025921
108,3025563
108,3023668
109,3022479
109,3025362
109,3022431
109,3022479
109,3025869
109,3025275
109,3025857
109,3022265
109,3024618
109,3023391
109,3024970
109,3025831
109,3024394
109,3025138
109,3022552
109,3025213
109,3022514
109,3025921
109,3022552
109,3025277
110,3025310
110,3026069
110,3025213
110,3023150
110,3025875
110,3025562
110,3022431
110,3022866
110,3025497
110,3022860
110,3024298
110,3023150
111,3022846
111,3022607
111,3025138
111,3025562
111,3024412
111,3025493
111,3025857
111,3025327
111,3023150
111,3025244
112,3025981
112,3022481
112,3025201
112,3025824
113,3025275
113,3025287
113,3022707
113,3024604
113,3025656
113,3022607
113,3024970
113,3026087
113,3025562
113,3025092
113,3023074
113,3023668
113,3025275
113,3023393
113,3024971
113,3022572
113,3022919
113,3022679
113,3023074
113,3022718
113,3024412
113,3025327
113,3025819
113,3026087
113,3022607
113,3024888
113,3024221
113,3024236
114,3025310
114,3022775
114,3023495
114,3025869
114,3025562
115,3023393
115,3023908
115,3023670
115,3025310
115,3023668
115,3022514
115,3022481
115,3023593
115,3025857
115,3025253
115,3024971
115,3023498
115,3025497
115,3022481
115,3022846
115,3024925
115,3025455
115,3025674
115,3025656
115,3025831
115,3026087
115,3025275
115,3023908
115,3022541
115,3025275
115,3025563
115,3022627
115,3025656
115,3025656
115,3022541
115,3025243
115,3025241
116,3026154
116,3022607
116,3026154
116,3023908
116,3025493
116,3022679
116,3022428
116,3025092
116,3025432
116,3022541
116,3022707
117,3025241
117,3025497
117,3025674
117,3022648
117,3023391
117,3025253
117,3022479
117,3025656
117,3022716
117,3025186
117,3022716
117,3022479
117,3023843
117,3025831
117,3022627
117,3022541
117,3024621
118,3022919
118,3024971
118,3025831
118,3024298
118,3025783
118,3025869
118,3024925
118,3023498
118,3022431
118,3024604
118,3025981
118,3022846
118,3022552
118,3026087
118,3026104
118,3025656
118,3024298
118,3023634
118,3025112
118,3022552
118,3024221
118,3025310
119,3024298
119,3022479
119,3022481
119,3022514
119,3025112
119,3024970
119,3025277
119,3024298
119,3022718
119,3026104
119,3025074
119,3022479
119,3022860
119,3022514
119,3024956
119,3024971
119,3024971
119,3024911
120,3025455
120,3025253
120,3024956
120,3022428
120,3026050
120,3025186
120,3022627
120,3022707
120,3024970
120,3025656
120,3022866
120,3025674
120,3025493
120,3025327
120,3025869
120,3025327
120,3024427
120,3022648
120,3023843
120,3025213
120,3025432
120,3025138
120,3023843
120,3022916
120,3025241
120,3022916
120,3025074
120,3022815
120,3025201
120,3023016
120,3024429
120,3025562
121,3024014
121,3024604
121,3022718
121,3024014
121,3022607
121,3024970
121,3022718
121,3025327
121,3022431
121,3022716
121,3024394
121,3025455
121,3022607
121,3025243
121,3025432
121,3024621
121,3025563
121,3022775
121,3026050
121,3024956
121,3025824
121,3025310
121,3022707
121,3024429
121,3026104
121,3025981
121,3025455
121,3023016
121,3025939
122,3025674
122,3023150
122,3022860
122,3025201
122,3024925
122,3025112
122,3024394
122,3025831
122,3025674
122,3025327
122,3025287
122,3025981
122,3026069
122,3022265
122,3025981
122,3025362
122,3022481
122,3024412
122,3022514
122,3025112
122,3022648
122,3024394
122,3025831
122,3023034
122,3025201
123,3025074
123,3022906
123,3025656
123,3024956
123,3025455
123,3025362
123,3025455
123,3025199
123,3022716
123,3023016
123,3026087
123,3022541
123,3024014
123,3022815
123,3025275
123,3025497
123,3024956
123,3025275
123,3024429
123,3024221
123,3023670
123,3024971
123,3025310
123,3022860
123,3022860
123,3025857
123,3024412
123,3023908
123,3022860
123,3025199
123,3025243
123,3025287
124,3024112
124,3024821
124,3022860
124,3025981
124,3025327
124,3024970
124,3024298
124,3024970
124,3025277
124,3025432
124,3022481
124,3025819
124,3024821
124,3024821
124,3024014
124,3023391
124,3023593
124,3022572
124,3023393
124,3025243
124,3024618
124,3026069
124,3023908
124,3025112
124,3022906
124,3025138
124,3025493
124,3024888
124,3022684
124,3026154
125,3024971
126,3022648
126,3025244
127,3022514
127,3025563
127,3025362
127,3024925
127,3026069
127,3022541
127,3022707
127,3024298
127,3025875
127,3022919
128,3023670
128,3022481
128,3022916
128,3023593
128,3023391
128,3022919
128,3024236
128,3025562
128,3024112
128,3023150
128,3024236
128,3025112
128,3022428
128,3025241
128,3026069
128,3026104
128,3023391
128,3025432
128,3023034
128,3025824
128,3025497
128,3022541
128,3024956
128,3024621
128,3022431
128,3025455
129,3025831
129,3022627
129,3022514
129,3022679
129,3025287
129,3026069
129,3025939
129,3025674
129,3026050
129,3025201
130,3025875
130,3022627
130,3024971
130,3025783
130,3024821
130,3022648
130,3025213
130,3025869
130,3025362
130,3024112
130,3024621
130,3022572
130,3025213
130,3024394
130,3025092
130,3022815
130,3026154
130,3022572
130,3025112
130,3024618
130,3022627
130,3026050
130,3025869
130,3025327
131,3025362
131,3025875
131,3022514
131,3025674
131,3024970
131,3025241
131,3022541
131,3025875
131,3026069
131,3025656
131,3025562
131,3024925
131,3025112
131,3025783
131,3023393
131,3025243
131,3022718
131,3022552
131,3022428
131,3025875
131,3024429
131,3022552
132,3022627
132,3023074
132,3025277
132,3025253
132,3026154
132,3024956
132,3022919
132,3024298
132,3025824
132,3024618
132,3024911
132,3025092
132,3025563
132,3025831
132,3025493
132,3023593
132,3025362
132,3025362
132,3025310
133,3025186
133,3024956
133,3023034
133,3022481
133,3025241
133,3022718
133,3024412
133,3025824
134,3023593
134,3025857
134,3023668
134,3026069
134,3022679
134,3025138
135,3025819
135,3025092
135,3022684
135,3025455
135,3025213
135,3022860
135,3025275
135,3023393
135,3024236
135,3024236
136,3025092
136,3023668
136,3022479
137,3025869
137,3023498
137,3025562
137,3023391
137,3024429
137,3025921
137,3025656
137,3024221
137,3024925
137,3024221
137,3025432
137,3023593
137,3022860
137,3024412
137,3025241
137,3025138
137,3025244
137,3022481
137,3025310
137,3024298
137,3025939
137,3023908
138,3025432
138,3025819
138,3023034
138,3026154
138,3025277
138,3023034
138,3025875
138,3024221
138,3024621
138,3022552
138,3022815
138,3023670
138,3023498
138,3025824
138,3022866
138,3024394
138,3025981
138,3022916
138,3025201
138,3022716
138,3022916
138,3025287
138,3024821
138,3025455
138,3022627
138,3025656
138,3025074
138,3025432
138,3024956
139,3025562
139,3022916
139,3022919
139,3022718
139,3025562
139,3022514
139,3022866
139,3022916
139,3025186
139,3025112
139,3025497
139,3025277
139,3024394
139,3022846
139,3025875
139,3024394
139,3025857
139,3023498
139,3025432
139,3024970
140,3025824
140,3022860
140,3024971
140,3025277
140,3024412
140,3022916
140,3025310
140,3023279
140,3025674
140,3022860
140,3026050
140,3024971
140,3022707
140,3023593
140,3022716
140,3025186
140,3022627
140,3022815
140,3024427
140,3024970
140,3024971
140,3025824
140,3025497
140,3025327
140,3023670
140,3022481
140,3025243
140,3025244
140,3022265
141,3022541
141,3025112
141,3025939
141,3024911
141,3025432
141,3025562
141,3025241
141,3025362
141,3025201
141,3024112
141,3025563
141,3025656
141,3022514
141,3025244
141,3024604
141,3022919
141,3025092
141,3023908
141,3023908
141,3023016
141,3025455
141,3022718
141,3023034
141,3024970
141,3024394
141,3025921
141,3025869
141,3022919
142,3022860
142,3025455
142,3022572
142,3025362
142,3022679
142,3024971
142,3025981
142,3022541
142,3025857
142,3022431
142,3024112
142,3022860
142,3025199
142,3024112
142,3025138
142,3022860
142,3025857
143,3023279
143,3022916
143,3025493
143,3025199
143,3022607
143,3025112
143,3025455
143,3022906
143,3022775
143,3025213
143,3022552
143,3023391
143,3025432
143,3025199
143,3025213
143,3025921
143,3023391
143,3023495
143,3023150
143,3025241
143,3025455
143,3022481
143,3024014
143,3025563
143,3025674
143,3025275
143,3025783
143,3025819
143,3023393
143,3022916
143,3024427
143,3025275
144,3024236
144,3025819
144,3022775
144,3025497
144,3022514
144,3022627
144,3022572
144,3022572
144,3025674
144,3022684
144,3024298
144,3025497
144,3022707
144,3022428
145,3024911
145,3025656
145,3025310
145,3022428
145,3025327
145,3025213
145,3025869
145,3025327
145,3025432
145,3022716
145,3023670
145,3023279
145,3025939
145,3025243
145,3023034
145,3025493
146,3023670
146,3022479
146,3023150
146,3025455
146,3025362
146,3022431
146,3025186
146,3024956
146,3023670
146,3025831
147,3022775
147,3022679
147,3025656
147,3024621
147,3025112
147,3024236
